,Nama_Produk,Lokasi,Tahun,Price,Wilayah,Merek,Model,Periode,Usia,Harga_Terkoreksi,Merek_encoded,Model_encoded
657,Daihatsu Xenia 1.3 xi manual,"Cengkareng, Jakarta Barat",2011,76000000,Jakarta Barat,Daihatsu,Xenia,2008-2012,14,17386362,1,164
658,DP Rendah - Mazda Biante 2.0 Skyactiv Bensin-AT 2015(NTE),"Pulo Gadung, Jakarta Timur",2015,157000000,Jakarta Timur,Mazda,Biante,2013-2017,10,54742515,5,28
659,Pajak Panjang - Suzuki Ertiga 1.5 Sport Bensin-AT 2021(SRZ),"Pulo Gadung, Jakarta Timur",2021,192000000,Jakarta Timur,Suzuki,Ertiga,2018-2022,4,125971200,9,66
660,Pajak Panjang - Honda Civic 1.5 ES Bensin-AT 2018(KAC),"Pulo Gadung, Jakarta Timur",2018,322000000,Jakarta Timur,Honda,Civic,2018-2022,7,154011602,2,40
661,Pajak Panjang - Mazda Biante 2.0 Bensin-AT 2013(KYJ),"Pulo Gadung, Jakarta Timur",2013,117000000,Jakarta Timur,Mazda,Biante,2013-2017,12,33044256,5,28
662,(KM 15 RIBU) Hyundai Stargazer Prime Putih 2024 GRESS TERAWAT!,"Gading Serpong, Tangerang Kota",2024,260000000,Tangerang Kota,Hyundai,Stargazer,2023-2027,1,234000000,3,137
663,Mercedes Benz E350 AMG 2019 18rb miles tangan pertama no minus,"Kebon Jeruk, Jakarta Barat",2019,657000000,Jakarta Barat,Mercedes,Benz,2018-2022,6,349156737,6,27
664,Toyota Avanza E matic,"Cipondoh, Tangerang Kota",2016,125000000,Tangerang Kota,Toyota,Avanza,2013-2017,9,48427561,10,24
665,(Promo Tdp 13jt) Toyota Kijang Innova 2.0 G AT 2010 Silver Bensin,"Pademangan, Jakarta Utara",2010,115000000,Jakarta Utara,Toyota,Kijang,2008-2012,15,23677480,10,98
666,(Promo Tdp 8jt) Toyota Avanza 1.3 E AT (Automatic) 2014 Silver,"Sawah Besar, Jakarta Pusat",2014,108000000,Jakarta Pusat,Toyota,Avanza,2013-2017,11,33891544,10,24
667,Mitsubishi L300 Box 2017,"Serpong Utara, Tangerang Selatan Kota",2017,123000000,Tangerang Selatan Kota,Mitsubishi,L300,2013-2017,8,52947467,7,99
668,Mazda Biante 2.0,"Karawaci, Tangerang Kota",2013,115000000,Tangerang Kota,Mazda,Biante,2013-2017,12,32479397,5,28
669,Pajak Panjang - Daihatsu Xenia 1.5 R Deluxe Bensin-MT 2021(SRZ),"Pulo Gadung, Jakarta Timur",2021,175000000,Jakarta Timur,Daihatsu,Xenia,2018-2022,4,114817500,1,164
670,DP Rendah - Nissan Grand livina 1.5 XV Bensin-AT 2018(TVI),"Pulo Gadung, Jakarta Timur",2018,134000000,Jakarta Timur,Nissan,Grand,2018-2022,7,64091785,8,78
671,DP Rendah - Daihatsu Sigra 1.2 X Bensin-MT 2018(SZW),"Pulo Gadung, Jakarta Timur",2018,82000000,Jakarta Timur,Daihatsu,Sigra,2018-2022,7,39220346,1,132
672,Pajak Panjang - Honda Brio Satya 1.2 E Bensin-AT 2019(BIH),"Pulo Gadung, Jakarta Timur",2019,148000000,Jakarta Timur,Honda,Brio,2018-2022,6,78653268,2,31
673,Mitsubishi Xpander 1.5 Cross Premium Package Bensin-AT 2020(KOV),"Pulo Gadung, Jakarta Timur",2020,221000000,Jakarta Timur,Mitsubishi,Xpander,2018-2022,5,130498290,7,167
674,[ GARANSI 7THN ] Kia Sonet 1.5 GLS AT Putih 2021/2022,"Tanjung Duren, Jakarta Barat",2021,193000000,Jakarta Barat,Kia,Sonet,2018-2022,4,126627300,4,134
675,[ PANORAMIC ] Hyundai Palisade 2.2L Signature Diesel AT BIRU 2021 2022,"Kemayoran, Jakarta Pusat",2021,683000000,Jakarta Pusat,Hyundai,Palisade,2018-2022,4,448116300,3,120
676,Tdp 15 Juta Honda Brio E 2016,"Pademangan, Jakarta Utara",2016,100000000,Jakarta Utara,Honda,Brio,2013-2017,9,38742049,2,31
677,KM 34RB NOT MILES Mercedes Benz C250 AMG CBU,"Pantai Indah Kapuk, Jakarta Utara",2015,375000000,Jakarta Utara,Mercedes,Benz,2013-2017,10,130754415,6,27
678,(Promo Tdp 15jt) Honda HRV 1.8 Prestige Automatic 2015 (Free BBN Jkt),"Menteng, Jakarta Pusat",2015,215000000,Jakarta Pusat,Honda,Hrv,2013-2017,10,74965865,2,86
679,[LOW KM] Toyota Alphard 2.5 G ATPM TSS Pilot Seat AT Black 2022/2023,"Kemayoran, Jakarta Pusat",2022,1017000000,Jakarta Pusat,Toyota,Alphard,2018-2022,3,741393000,10,21
680,DP 15JT Hyundai Creta Prime SEPERTI BARU,"Kemayoran, Jakarta Pusat",2022,265000000,Jakarta Pusat,Hyundai,Creta,2018-2022,3,193185000,3,48
681,Brio Satya E CVT AT 19 TDP11jt Honda Brio Matic 2019 Automatic,"Tomang, Jakarta Barat",2019,133000000,Jakarta Barat,Honda,Brio,2018-2022,6,70681653,2,31
682,Pajak Panjang - Toyota Yaris 1.5 TRD Sportivo Bensin-MT 2013(KO),"Pulo Gadung, Jakarta Timur",2013,123000000,Jakarta Timur,Toyota,Yaris,2013-2017,12,34738833,10,169
683,Pajak Panjang - Honda Mobilio 1.5 RS Bensin-MT 2020(GV),"Pulo Gadung, Jakarta Timur",2020,182000000,Jakarta Timur,Honda,Mobilio,2018-2022,5,107469180,2,113
684,Pajak Panjang - Nissan Livina 1.5 New VL Bensin-AT 2019(SYZ),"Pulo Gadung, Jakarta Timur",2019,178000000,Jakarta Timur,Nissan,Livina,2018-2022,6,94596498,8,103
685,DP Rendah - Daihatsu Xenia 1.3 R Bensin-MT 2014(TID),"Pulo Gadung, Jakarta Timur",2014,106000000,Jakarta Timur,Daihatsu,Xenia,2013-2017,11,33263923,1,164
686,DP Rendah - Toyota Raize 1.0 Turbo G Bensin-MT 2022(KZQ),"Pulo Gadung, Jakarta Timur",2022,164000000,Jakarta Timur,Toyota,Raize,2018-2022,3,119556000,10,122
687,WULING FORMO S 8Seat MT 2023 HARGA CASH MURAH MOBIL TERAWAT SIAP PAKAI,"Cipondoh, Tangerang Kota",2023,95500000,Tangerang Kota,Wuling,Wuling,2023-2027,2,77355000,11,156
688,SUZUKI XL7 ZETA MT 2024 HARGA CASH MURAH MOBIL TERAWAT SIAP PAKAI,"Grogol Petamburan, Jakarta Barat",2024,188500000,Jakarta Barat,Suzuki,Suzuki,2023-2027,1,169650000,9,142
689,[ 7 SEATER ] Hyundai Staria 2.2L 2WD Signature Diesel AT Hitam 2022,"Kebon Jeruk, Jakarta Barat",2022,656600000,Jakarta Barat,Hyundai,Staria,2018-2022,3,478661400,3,139
690,TDP 15JT Hyundai Palisade AWD Signature SEPERTI BARU,"Grogol Petamburan, Jakarta Barat",2023,835000000,Jakarta Barat,Hyundai,Palisade,2023-2027,2,676350000,3,120
691,Honda HRV E CVT Facelift 2018 tangan 1 dari baru service rekord Honda,"Cengkareng, Jakarta Barat",2018,217000000,Jakarta Barat,Honda,Hrv,2018-2022,7,103790427,2,86
692,Pajak Panjang - Daihatsu Terios 1.5 R Bensin-MT 2017(FZR),"Pulo Gadung, Jakarta Timur",2017,126000000,Jakarta Timur,Daihatsu,Terios,2013-2017,8,54238868,1,145
693,Pajak Panjang - Toyota Raize 1.0 G One Tone Bensin-MT 2021(KZK),"Pulo Gadung, Jakarta Timur",2021,152000000,Jakarta Timur,Toyota,Raize,2018-2022,4,99727200,10,122
694,Pajak Panjang - Toyota Vios 1.5 G Bensin-AT 2014(PBI),"Pulo Gadung, Jakarta Timur",2014,123000000,Jakarta Timur,Toyota,Vios,2013-2017,11,38598703,10,153
695,Pajak Panjang - Toyota Rush 1.5 TRD Sportivo Bensin-MT 2018(ZKJ),"Pulo Gadung, Jakarta Timur",2018,198000000,Jakarta Timur,Toyota,Rush,2018-2022,7,94702786,10,124
696,Pajak Panjang - Toyota Rush 1.5 S GR Sport Bensin-MT 2021(DFA),"Pulo Gadung, Jakarta Timur",2021,221000000,Jakarta Timur,Toyota,Rush,2018-2022,4,144998100,10,124
697,[ WARRANTY ] Honda BRV BR-V BR V 1.5 Prestige CVT AT Abu 2017/2018,"Sawah Besar, Jakarta Pusat",2017,155000000,Jakarta Pusat,Honda,Brv,2013-2017,8,66722418,2,32
698,Toyota CALYA G 1.2 4X2 AT 2017 Putih Premium Condition - B2346TOZ,"Duren Sawit, Jakarta Timur",2017,108000000,Jakarta Timur,Toyota,Calya,2013-2017,8,46490459,10,33
699,‼️FREE CASHBACK‼️- Toyota Kijang Innova 2.0 V Bensin AT 2013,"Kebon Jeruk, Jakarta Barat",2013,150000000,Jakarta Barat,Toyota,Kijang,2013-2017,12,42364430,10,98
700,BMW X1 2013 Bensin,"Kelapa Dua, Tangerang Kab.",2013,275000000,Tangerang Kab.,BMW,X1,2013-2017,12,77668123,0,158
701,TDP 5JT Honda BR-V SEPERTI BARU,"Kemayoran, Jakarta Pusat",2022,185000000,Jakarta Pusat,Honda,Br-V,2018-2022,3,134865000,2,30
702,Toyota Yaris 2017 Bensin,"Pinang (Penang), Tangerang Kota",2017,160000000,Tangerang Kota,Toyota,Yaris,2013-2017,8,68874754,10,169
703,Pajak Panjang - Toyota Kijang Innova 2.0 Venturer Bensin-AT 2017(KGV),"Pulo Gadung, Jakarta Timur",2017,286000000,Jakarta Timur,Toyota,Kijang,2013-2017,8,123113622,10,98
704,Pajak Panjang - Daihatsu Terios 1.5 TX ADVENTURE Bensin-AT 2014(UYE),"Pulo Gadung, Jakarta Timur",2014,128000000,Jakarta Timur,Daihatsu,Terios,2013-2017,11,40167756,1,145
705,DP Rendah - Nissan Serena 2.0 Highway Star Bensin-AT 2013(BRG),"Pulo Gadung, Jakarta Timur",2013,108100000,Jakarta Timur,Nissan,Serena,2013-2017,12,30530633,8,130
706,Pajak Panjang - Toyota Sienta 1.5 V Bensin-MT 2018,"Pulo Gadung, Jakarta Timur",2018,147000000,Jakarta Timur,Toyota,Sienta,2018-2022,7,70309644,10,131
707,Pajak Panjang - Daihatsu Sigra 1.0 D Bensin-MT 2022(POP),"Pulo Gadung, Jakarta Timur",2022,94000000,Jakarta Timur,Daihatsu,Sigra,2018-2022,3,68526000,1,132
708,[ LOW KM ] Toyota Zenix 2.0 G HV Hybrid AT Silver Metalik 2024/2025,"Pademangan, Jakarta Utara",2024,398000000,Jakarta Utara,Toyota,Zenix,2023-2027,1,358200000,10,172
709,[HONDA SENSING] Honda HR-V HRV HR V 1.5 RS Turbo AT Abu NIK 2022/2023,"Kemayoran, Jakarta Pusat",2022,367000000,Jakarta Pusat,Honda,Hr-V,2018-2022,3,267543000,2,85
710,TDP 9JT Honda CR-V Turbo Prestige Honda Sensing CAT ORI 100%,"Pantai Indah Kapuk, Jakarta Utara",2023,468000000,Jakarta Utara,Honda,Cr-V,2023-2027,2,379080000,2,47
711,KM 30 rb . Facelift .  Toyota Sienta Q model 2020,"Pademangan, Jakarta Utara",2020,185000000,Jakarta Utara,Toyota,Sienta,2018-2022,5,109240650,10,131
712,Toyota Avanza 2013 Bensin,"Kalideres, Jakarta Barat",2013,86500000,Jakarta Barat,Toyota,Avanza,2013-2017,12,24430155,10,24
713,TDP 20JTan Honda HR-V SE KM LOW 16RB,"Grogol Petamburan, Jakarta Barat",2023,315000000,Jakarta Barat,Honda,Hr-V,2023-2027,2,255150000,2,85
714,DP Rendah - Toyota Voxy 2.0 Bensin-AT 2017(SZM),"Pulo Gadung, Jakarta Timur",2017,286000000,Jakarta Timur,Toyota,Voxy,2013-2017,8,123113622,10,154
715,Pajak Panjang - Mazda CX5 2.5 Grand Touring Bensin-AT 2017(PIP),"Pulo Gadung, Jakarta Timur",2017,250000000,Jakarta Timur,Mazda,Cx5,2013-2017,8,107616803,5,57
716,Pajak Panjang - Honda Brio Satya 1.2 E Bensin-AT 2019 Abu (BIT),"Jatinegara, Jakarta Timur",2019,145000000,Jakarta Timur,Honda,Brio,2018-2022,6,77058945,2,31
717,Pajak Panjang - Daihatsu Terios 1.5 R Bensin-AT 2018 Hitam (FIF),"Jatinegara, Jakarta Timur",2018,179000000,Jakarta Timur,Daihatsu,Terios,2018-2022,7,85615145,1,145
718,Tdp50JT Velg 2 set racing Honda Crv 1.5 Turbo Prestige Sensing 2022,"Gading Serpong, Tangerang Kota",2022,459000000,Tangerang Kota,Honda,Crv,2018-2022,3,334611000,2,49
719,TOYOTA INNOVA G 2011 DIESEL MATIC AT SOLAR HARGA CASH NETT,"Grogol Petamburan, Jakarta Barat",2011,178000000,Jakarta Barat,Toyota,Toyota,2008-2012,14,40720691,10,148
720,Perfect Condition. Honda CR-V CRV Prestige 2014 Cr-v,"Pademangan, Jakarta Utara",2014,159000000,Jakarta Utara,Honda,Cr-V,2013-2017,11,49895885,2,47
721,Daihatsu Ayla D+ Manual 2022 Hitam Km 10 Ribu,"Menteng, Jakarta Pusat",2022,99000000,Jakarta Pusat,Daihatsu,Ayla,2018-2022,3,72171000,1,25
722,Pajak Panjang - Toyota Camry 2.5 G Bensin-AT 2016 Hitam (SAM),"Jatinegara, Jakarta Timur",2016,184000000,Jakarta Timur,Toyota,Camry,2013-2017,9,71285370,10,34
723,Pajak Panjang - Honda HRV 1.5 S Bensin-AT 2021 Hitam (SRS),"Jatinegara, Jakarta Timur",2021,277000000,Jakarta Timur,Honda,Hrv,2018-2022,4,181739700,2,86
724,DP Rendah - Toyota Yaris 1.5 S Bensin-AT 2021 Merah (FAF),"Jatinegara, Jakarta Timur",2021,234000000,Jakarta Timur,Toyota,Yaris,2018-2022,4,153527400,10,169
725,DP Rendah - Nissan Grand livina 1.5 Highway Star Bensin-MT 2017 Hitam,"Jatinegara, Jakarta Timur",2017,133000000,Jakarta Timur,Nissan,Grand,2013-2017,8,57252139,8,78
726,KM Low Daihatsu Terios TX Adventure 2011 at #BJM1#,"Gading Serpong, Tangerang Kota",2011,108000000,Tangerang Kota,Daihatsu,Terios,2008-2012,14,24706936,1,145
727,Daihatsu Xenia 1.3 R Deluxe AT 2017 FullOriginal SepertiBaru Gressss,"Pademangan, Jakarta Utara",2017,112000000,Jakarta Utara,Daihatsu,Xenia,2013-2017,8,48212328,1,164
728,Toyota Fortuner 2.4 VRZ 2109 Km 67rb Tangan 1,"Cengkareng, Jakarta Barat",2019,375000000,Jakarta Barat,Toyota,Fortuner,2018-2022,6,199290375,10,74
729,FREE Audio . km 60rb. Honda City E 2015,"Tomang, Jakarta Barat",2015,150000000,Jakarta Barat,Honda,City,2013-2017,10,52301766,2,39
730,Mitsubishi Xpander Ultimate 2020,"Cengkareng, Jakarta Barat",2020,213000000,Jakarta Barat,Mitsubishi,Xpander,2018-2022,5,125774370,7,167
731,HONDA CIVIC 1.8 FD AT 2008 Bensin,"Pademangan, Jakarta Utara",2008,135000000,Jakarta Utara,Honda,Honda,2008-2012,17,22514195,2,84
732,Low Odo! BMW X5 xDrive35i xLine white 2015 528i e250 c250 x3,"Kemayoran, Jakarta Pusat",2015,385000000,Jakarta Pusat,BMW,X5,2013-2017,10,134241199,0,161
733,Cash Honda CRV Prestige Facelift 2015,"Penjaringan, Jakarta Utara",2015,213000000,Jakarta Utara,Honda,Crv,2013-2017,10,74268508,2,49
734,Hyundai Stargazer X Prime 2023,"Kebon Jeruk, Jakarta Barat",2023,255000000,Jakarta Barat,Hyundai,Stargazer,2023-2027,2,206550000,3,137
735,DP Rendah - Mitsubishi Xpander 1.5 Sport Bensin-AT 2018 Silver (CYA),"Jatinegara, Jakarta Timur",2018,184000000,Jakarta Timur,Mitsubishi,Xpander,2018-2022,7,88006630,7,167
736,Pajak Panjang - Toyota Calya 1.2 G Bensin-MT 2019 Putih (9GR),"Jatinegara, Jakarta Timur",2019,111000000,Jakarta Timur,Toyota,Calya,2018-2022,6,58989951,10,33
737,Pajak Panjang - Honda Brio Satya 1.2 E Bensin-AT 2020 Putih (SAS),"Jatinegara, Jakarta Timur",2020,151000000,Jakarta Timur,Honda,Brio,2018-2022,5,89163990,2,31
738,DP Rendah - Suzuki Ertiga 1.4 GL Bensin-MT 2015 Abu (VKE),"Jatinegara, Jakarta Timur",2015,113000000,Jakarta Timur,Suzuki,Ertiga,2013-2017,10,39400664,9,66
739,DAIHATSU TERIOS 1.5 X DELUXE AT,"Kemayoran, Jakarta Pusat",2021,185000000,Jakarta Pusat,Daihatsu,Daihatsu,2018-2022,4,121378500,1,60
740,DP 2 JUTAAN PAJAK PANJANG | Toyota All New Calya G 1.2 AT 2024 Hitam,"Kemayoran, Jakarta Pusat",2024,148000000,Jakarta Pusat,Toyota,All,2023-2027,1,133200000,10,19
741,Mazda CX-5 2013 Bensin,"Kemayoran, Jakarta Pusat",2013,145000000,Jakarta Pusat,Mazda,Cx-5,2013-2017,12,40952283,5,52
742,Toyota Vellfire 2.5 g Audioless AT (CBU) 2015,"Jakarta Pusat, Jakarta D.K.I.",2015,575000000,Jakarta D.K.I.,Toyota,Vellfire,2013-2017,10,200490103,10,150
743,KM 13 rb . Toyota Calya G Manual 2019 pemakaian 2020,"Pademangan, Jakarta Utara",2019,116500000,Jakarta Utara,Toyota,Calya,2018-2022,6,61912877,10,33
744,Honda City Type-Z 2001 Bensin,"Kelapa Dua, Tangerang Kab.",2001,46000000,Tangerang Kab.,Honda,City,1998-2002,24,3669256,2,39
745,Pajak Panjang - Toyota Avanza 1.3 Veloz Bensin-AT 2019 Hitam (FFJ),"Jatinegara, Jakarta Timur",2019,171000000,Jakarta Timur,Toyota,Avanza,2018-2022,6,90876411,10,24
746,Pajak Panjang - Daihatsu Ayla 1.0 X Bensin-AT 2013 Silver (PZV),"Jatinegara, Jakarta Timur",2013,78000000,Jakarta Timur,Daihatsu,Ayla,2013-2017,12,22029504,1,25
747,Pajak Panjang - Wuling Almaz 1.5 Smart E 5-Seater-AT 2019 Abu (BIZ),"Jatinegara, Jakarta Timur",2019,181000000,Jakarta Timur,Wuling,Almaz,2018-2022,6,96190821,11,20
748,Pajak Panjang - Honda Brio 1.2 RS Bensin-AT 2017 Merah (SOW),"Jatinegara, Jakarta Timur",2017,130000000,Jakarta Timur,Honda,Brio,2013-2017,8,55960737,2,31
749,(Dp 30 Jt) Toyota Fortuner 2.4 GR AT 2022 Automatic,"Kemayoran, Jakarta Pusat",2022,445000000,Jakarta Pusat,Toyota,Fortuner,2018-2022,3,324405000,10,74
750,TDP/cicilan ringan!Honda HR-V 2019 Bensin,"Kemayoran, Jakarta Pusat",2019,224000000,Jakarta Pusat,Honda,Hr-V,2018-2022,6,119042784,2,85
751,Honda Stream 2004 Bensin,"Kebon Jeruk, Jakarta Barat",2004,55000000,Jakarta Barat,Honda,Stream,2003-2007,21,6018044,2,140
752,Honda Odyssey 2003 Bensin,"Cikupa, Tangerang Kab.",2003,68000000,Tangerang Kab.,Honda,Odyssey,2003-2007,22,6696442,2,117
753,Honda Stream 2002 Bensin,"Cikupa, Tangerang Kab.",2002,65000000,Tangerang Kab.,Honda,Stream,1998-2002,23,5760910,2,140
754,Tdp 10 Juta Mercedes Benz E200 2010 Upgrade E250,"Gading Serpong, Tangerang Kota",2010,145000000,Tangerang Kota,Mercedes,Benz,2008-2012,15,29854214,6,27
755,Honda Freed PSD 2012,"Gading Serpong, Tangerang Kota",2012,123000000,Tangerang Kota,Honda,Freed,2008-2012,13,31264950,2,75
756,Dp 10 Juta Honda Mobilio E 1.5 2018,"Gading Serpong, Tangerang Kota",2018,130000000,Tangerang Kota,Honda,Mobilio,2018-2022,7,62178597,2,113
757,Pajak Panjang - Toyota Agya 1.2 G TRD Sportivo Bensin-MT 2018 (FBB),"Pulo Gadung, Jakarta Timur",2018,106000000,Jakarta Timur,Toyota,Agya,2018-2022,7,50699471,10,17
758,DP Rendah - Nissan Serena 2.0 Highway Star Panoramic-AT 2016 (SKN),"Pulo Gadung, Jakarta Timur",2016,170000000,Jakarta Timur,Nissan,Serena,2013-2017,9,65861483,8,130
759,[OLXMOBBI] Low Angs Toyota Sienta 1.5 V Bensin-MT 2017 TVV,"Pulo Gadung, Jakarta Timur",2017,137000000,Jakarta Timur,Toyota,Sienta,2013-2017,8,58974008,10,131
760,[OLXMOBBI] Low Angs Honda Civic 1.5 ES Bensin-AT 2016 KAC,"Pulo Gadung, Jakarta Timur",2016,285000000,Jakarta Timur,Honda,Civic,2013-2017,9,110414839,2,40
761,Honda Mobilio 2018 Bensin,"Cengkareng, Jakarta Barat",2018,150000000,Jakarta Barat,Honda,Mobilio,2018-2022,7,71744535,2,113
762,Tdp100JT Hyundai Palisade 2.2L Signature 2WD Diesel AT Black on red,"Kebon Jeruk, Jakarta Barat",2022,659000000,Jakarta Barat,Hyundai,Palisade,2018-2022,3,480411000,3,120
763,BMW X7 xDrive40i Pure Excellence G07 CBU 2020,"Pantai Indah Kapuk, Jakarta Utara",2020,1190000000,Jakarta Utara,BMW,X7,2018-2022,5,702683100,0,163
764,Dp 10 Juta Honda Mobilio E 1.5 2018,"Gading Serpong, Tangerang Kota",2018,125000000,Tangerang Kota,Honda,Mobilio,2018-2022,7,59787113,2,113
765,Mazda CX-5 GT Kuro,"Gading Serpong, Tangerang Kota",2021,410000000,Tangerang Kota,Mazda,Cx-5,2018-2022,4,269001000,5,52
766,Dp 10 Juta Honda Jazz 1.5 RS 2019 Facelift,"Gading Serpong, Tangerang Kota",2019,205000000,Tangerang Kota,Honda,Jazz,2018-2022,6,108945405,2,93
767,"Jual cepat Honda City RS At 2017 Rp 166.5000.000,00","Tigaraksa, Tangerang Kab.",2017,165500000,Tangerang Kab.,Honda,City,2013-2017,8,71242323,2,39
768,Dijual Toyota Camry 2021 Bensin,"Penjaringan, Jakarta Utara",2021,455000000,Jakarta Utara,Toyota,Camry,2018-2022,4,298525500,10,34
769,[LOW KM] Toyota Alphard 2.5 G ATPM TSS AT Brown On Beige 2020/2021,"Kemayoran, Jakarta Pusat",2020,845000000,Jakarta Pusat,Toyota,Alphard,2018-2022,5,498964050,10,21
770,"Dijual Mobil Honda City GM6 1.5 E CVT Tahun 2016
Mulus & Terawat","Cikupa, Tangerang Kab.",2016,170000000,Tangerang Kab.,Honda,City,2013-2017,9,65861483,2,39
771,[OLXMOBBI] Low Angs Toyota Yaris 1.5 E Bensin-AT 2016 ZKC,"Pulo Gadung, Jakarta Timur",2016,144000000,Jakarta Timur,Toyota,Yaris,2013-2017,9,55788550,10,169
772,[OLXMOBBI] Low Angs Toyota Agya 1.0 TRD Sportivo Bensin-AT 2016 UII,"Pulo Gadung, Jakarta Timur",2016,103000000,Jakarta Timur,Toyota,Agya,2013-2017,9,39904310,10,17
773,[OLXMOBBI] Low Angs Suzuki Swift 1.4 GX Bensin-MT 2013 TBF,"Pulo Gadung, Jakarta Timur",2013,89000000,Jakarta Timur,Suzuki,Swift,2013-2017,12,25136229,9,143
774,[OLXMOBBI] Low Angs Daihatsu Terios 1.5 R Deluxe Bensin-AT 2022 DES,"Pulo Gadung, Jakarta Timur",2022,219000000,Jakarta Timur,Daihatsu,Terios,2018-2022,3,159651000,1,145
775,Toyota Alphard 2.5 G ATPM 2016 / 2015 Putih Mutiara,"Pantai Indah Kapuk, Jakarta Utara",2015,605000000,Jakarta Utara,Toyota,Alphard,2013-2017,10,210950456,10,21
776,Panoramic Bunga=4.5% Pajak=AGUSTUS Km=16k Honda HRV SE Sensing 2023,"Pademangan, Jakarta Utara",2023,323000000,Jakarta Utara,Honda,Hrv,2023-2027,2,261630000,2,86
777,Daihatsu Gran Max 1.5 D Power Sterring 2019 Km43Rb FullOriginal Gresss,"Pademangan, Jakarta Utara",2018,108000000,Jakarta Utara,Daihatsu,Gran,2018-2022,7,51656065,1,77
778,Toyota Rush trd ultimo,"Gading Serpong, Tangerang Kota",2017,165000000,Tangerang Kota,Toyota,Rush,2013-2017,8,71027090,10,124
779,Mitsubishi Pajero Dakar 2014,"Tomang, Jakarta Barat",2014,259000000,Jakarta Barat,Mitsubishi,Pajero,2013-2017,11,81276944,7,119
780,[ LOW KM ] Toyota Vellfire Z 2.4 Golden Eye CBU AT Hitam 2014/2015,"Kebon Jeruk, Jakarta Barat",2014,308000000,Jakarta Barat,Toyota,Vellfire,2013-2017,11,96653664,10,150
781,[OLXMOBBI] Low Angs Honda Mobilio 1.5 E Bensin-AT 2017 COR,"Pulo Gadung, Jakarta Timur",2017,148000000,Jakarta Timur,Honda,Mobilio,2013-2017,8,63709147,2,113
782,[OLXMOBBI] Low Angs Nissan March 1.2 L Bensin-AT 2015 FRF,"Pulo Gadung, Jakarta Timur",2015,86000000,Jakarta Timur,Nissan,March,2013-2017,10,29986346,8,107
783,[OLXMOBBI] Low Angs Toyota Vios 1.5 G TRD Sportivo Bensin-MT 2015 TAG,"Pulo Gadung, Jakarta Timur",2015,124000000,Jakarta Timur,Toyota,Vios,2013-2017,10,43236127,10,153
784,[OLXMOBBI] Low Angs Toyota Rush 1.5 G Bensin-MT 2015 SFG,"Pulo Gadung, Jakarta Timur",2015,144000000,Jakarta Timur,Toyota,Rush,2013-2017,10,50209695,10,124
785,[ LOW KM ] Hyundai Staria 2.2L Signature 7 Seater Hitam 2021/2022,"Kebon Jeruk, Jakarta Barat",2021,698000000,Jakarta Barat,Hyundai,Staria,2018-2022,4,457957800,3,139
786,Mazda CX9 2.5 Turbo Facelift NIK 2019,"Gambir, Jakarta Pusat",2019,425000000,Jakarta Pusat,Mazda,Cx9,2018-2022,6,225862425,5,58
787,[ LOW KM ] Toyota Vellfire Z 2.4 Golden Eye CBU AT Hitam 2014/2015,"Pademangan, Jakarta Utara",2014,308000000,Jakarta Utara,Toyota,Vellfire,2013-2017,11,96653664,10,150
788,Honda Odyssey 2003 Bensin,"Cikupa, Tangerang Kab.",2003,68000000,Tangerang Kab.,Honda,Odyssey,2003-2007,22,6696442,2,117
789,Toyota Vellfire Z 2010 TDP 8 JT,"Kemayoran, Jakarta Pusat",2010,175000000,Jakarta Pusat,Toyota,Vellfire,2008-2012,15,36030948,10,150
790,KIA Carnival Premiere 2022 TDP 100 JT,"Kemayoran, Jakarta Pusat",2022,650000000,Jakarta Pusat,Kia,Kia,2018-2022,3,473850000,4,97
791,TOYOTA VOXY 2.0 AT 2019 MULUS BANGET!!!,"Kemayoran, Jakarta Pusat",2019,280000000,Jakarta Pusat,Toyota,Toyota,2018-2022,6,148803480,10,148
792,[OLXMOBBI] Low Angs Suzuki Ertiga 1.5 GA Bensin-MT 2023 HOU,"Pulo Gadung, Jakarta Timur",2023,196000000,Jakarta Timur,Suzuki,Ertiga,2023-2027,2,158760000,9,66
793,[OLXMOBBI] Low Angs Honda CR-V 2.4 RS Bensin-AT 2015 VCY,"Pulo Gadung, Jakarta Timur",2015,258000000,Jakarta Timur,Honda,Cr-V,2013-2017,10,89959038,2,47
794,[OLXMOBBI] Low Angs Mazda CX-5 2.5 Touring Bensin-AT 2013 SBT,"Pulo Gadung, Jakarta Timur",2013,164000000,Jakarta Timur,Mazda,Cx-5,2013-2017,12,46318444,5,52
795,Honda HR-V 1.5 E Special Edition Bensin-AT 2019 Abu KYE,"Pulo Gadung, Jakarta Timur",2019,237000000,Jakarta Timur,Honda,Hr-V,2018-2022,6,125951517,2,85
796,[DP15JT] Toyota Camry 2.4 V AT Matic 2011 3.5 Q 2.5 Accord 2009 2010,"Pademangan, Jakarta Utara",2011,119000000,Jakarta Utara,Toyota,Camry,2008-2012,14,27223383,10,34
797,HONDA HRV PRESTIGE 2018 1.8,"Kemayoran, Jakarta Pusat",2018,230000000,Jakarta Pusat,Honda,Honda,2018-2022,7,110008287,2,84
798,Mitsubishi Pajero Sport 2.5 Exceed AT 2019,"Kembangan, Jakarta Barat",2019,342000000,Jakarta Barat,Mitsubishi,Pajero,2018-2022,6,181752822,7,119
